序号,IP,端口,位置,运营商,时间,sucess
1398,36.6.145.253,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.253:8089
1399,183.230.162.122,9091,重庆市,移动,2024/01/05 16:45:02,183.230.162.122:9091
1400,114.231.42.92,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.92:8089
1401,36.6.144.21,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.21:8089
1402,36.6.144.251,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.251:8089
1403,114.102.47.68,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.47.68:8089
1404,60.188.5.176,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.176:80
1405,139.196.151.191,20201,上海市,阿里云BGP数据中心,2024/01/05 16:45:02,139.196.151.191:20201
1406,182.155.157.34,8123,台湾省,威达电讯(VeeTime),2024/01/05 16:45:02,182.155.157.34:8123
1407,121.43.164.153,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.43.164.153:80
1408,114.102.44.113,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.44.113:8089
1409,36.6.144.190,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.190:8089
1410,114.231.42.95,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.95:8888
1411,60.188.5.164,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.164:80
1412,111.224.212.232,8089,河北省石家庄市,电信,2024/01/05 16:45:02,111.224.212.232:8089
1413,39.173.106.244,80,浙江省,移动,2024/01/05 16:45:02,39.173.106.244:80
1414,36.6.145.132,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.132:8089
1415,113.223.215.123,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.215.123:8089
1416,116.63.130.30,7890,吉林省长春市,中移铁通,2024/01/05 16:45:02,116.63.130.30:7890
1417,121.37.205.253,999,广东省深圳市,润迅通信集团有限公司,2024/01/05 16:45:02,121.37.205.253:999
1418,47.100.69.29,8888,上海市,阿里云,2024/01/05 16:45:02,47.100.69.29:8888
1419,36.6.145.54,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.54:8089
1420,114.232.110.124,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.124:8888
1421,114.231.46.66,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.46.66:8089
1422,36.6.144.34,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.34:8089
1423,115.29.140.201,8889,山东省青岛市,阿里云BGP数据中心,2024/01/05 16:45:02,115.29.140.201:8889
1424,47.96.70.163,8888,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.96.70.163:8888
1425,223.247.46.31,8089,安徽省池州市,电信,2024/01/05 16:45:02,223.247.46.31:8089
1426,114.231.45.145,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.145:8888
1427,114.231.45.250,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.250:8089
1428,183.164.243.164,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.164:8089
1429,42.63.65.69,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.69:80
1430,221.130.192.244,80,上海市,怒江移动IDC机房,2024/01/05 16:45:02,221.130.192.244:80
1431,117.160.250.133,80,河南省安阳市,移动,2024/01/05 16:45:02,117.160.250.133:80
1432,121.10.1.178,8111,广东省云浮市,电信,2024/01/05 16:45:02,121.10.1.178:8111
1433,114.231.41.89,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.89:8089
1434,183.164.243.202,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.202:8089
1435,117.57.92.188,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.188:8089
1436,101.37.80.123,80,浙江省杭州市,阿里云,2024/01/05 16:45:02,101.37.80.123:80
1437,159.226.227.25,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.25:80
1438,117.69.232.165,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.165:8089
1439,111.225.153.4,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.153.4:8089
1440,117.71.132.35,8089,安徽省铜陵市,电信,2024/01/05 16:45:02,117.71.132.35:8089
1441,114.231.41.65,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.65:8888
1442,114.231.82.145,8888,江苏省南通市如皋市,电信,2024/01/05 16:45:02,114.231.82.145:8888
1443,117.69.236.192,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.192:8089
1444,120.197.160.2,9002,广东省东莞市,移动,2024/01/05 16:45:02,120.197.160.2:9002
1445,101.37.31.45,80,浙江省杭州市,阿里云,2024/01/05 16:45:02,101.37.31.45:80
1446,42.63.65.113,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.113:80
1447,114.102.45.89,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.45.89:8089
1448,114.231.45.219,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.219:8089
1449,121.40.216.235,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.40.216.235:80
1450,60.28.196.240,80,天津市,联通,2024/01/05 16:45:02,60.28.196.240:80
1451,117.69.236.152,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.152:8089
1452,112.17.16.235,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.235:80
1453,101.132.25.152,50001,北京市,北京宽带通电信技术有限公司,2024/01/05 16:45:02,101.132.25.152:50001
1454,60.188.5.155,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.155:80
1455,60.28.196.241,80,天津市,联通,2024/01/05 16:45:02,60.28.196.241:80
1456,183.164.242.226,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.226:8089
1457,117.57.92.212,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.212:8089
1458,114.231.45.228,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.228:8888
1459,111.225.153.50,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.153.50:8089
1460,117.69.232.28,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.28:8089
1461,113.78.190.20,1111,广东省东莞市,电信,2024/01/05 16:45:02,113.78.190.20:1111
1462,120.79.31.133,52869,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.79.31.133:52869
1463,117.69.236.114,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.114:8089
1464,114.102.44.47,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.44.47:8089
1465,114.231.46.176,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.46.176:8089
1466,153.101.67.170,9002,江苏省,联通,2024/01/05 16:45:02,153.101.67.170:9002
1467,183.164.243.149,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.149:8089
1468,183.164.242.220,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.220:8089
1469,183.164.242.91,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.91:8089
1470,113.223.215.59,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.215.59:8089
1471,114.231.42.203,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.203:8888
1472,111.225.153.116,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.153.116:8089
1473,117.69.233.5,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.233.5:8089
1474,60.28.196.212,80,天津市,联通,2024/01/05 16:45:02,60.28.196.212:80
1475,113.223.213.146,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.213.146:8089
1476,114.231.45.73,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.73:8089
1477,114.232.110.68,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.68:8089
1478,60.28.196.222,80,天津市,联通,2024/01/05 16:45:02,60.28.196.222:80
1479,183.164.243.43,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.43:8089
1480,36.6.144.60,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.60:8089
1481,113.223.214.44,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.214.44:8089
1482,125.87.94.137,8888,重庆市,电信,2024/01/05 16:45:02,125.87.94.137:8888
1483,36.6.145.225,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.225:8089
1484,114.231.82.141,8089,江苏省南通市如皋市,电信,2024/01/05 16:45:02,114.231.82.141:8089
1485,47.106.208.135,7777,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.106.208.135:7777
1486,117.69.236.120,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.120:8089
1487,114.231.41.109,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.109:8089
1488,36.6.145.196,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.196:8089
1489,114.231.42.23,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.23:8888
1490,223.111.245.242,80,江苏省,移动,2024/01/05 16:45:02,223.111.245.242:80
1491,113.223.213.143,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.213.143:8089
1492,183.164.242.248,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.248:8089
1493,111.225.152.199,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.152.199:8089
1494,47.108.59.58,7890,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.108.59.58:7890
1495,117.71.149.24,8089,安徽省铜陵市,电信,2024/01/05 16:45:02,117.71.149.24:8089
1496,42.63.65.77,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.77:80
1497,36.6.144.44,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.44:8089
1498,112.17.16.156,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.156:80
1499,123.182.58.122,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.122:8089
1500,183.164.242.70,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.70:8089
1501,114.232.109.118,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.118:8089
1502,223.247.46.35,8089,安徽省池州市,电信,2024/01/05 16:45:02,223.247.46.35:8089
1503,124.71.157.181,8020,北京市,中电华通,2024/01/05 16:45:02,124.71.157.181:8020
1504,117.69.237.201,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.237.201:8089
1505,114.106.137.220,8089,安徽省池州市,电信,2024/01/05 16:45:02,114.106.137.220:8089
1506,112.17.16.211,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.211:80
1507,223.215.177.237,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,223.215.177.237:8089
1508,114.55.72.13,80,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,114.55.72.13:80
1509,114.232.109.59,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.59:8888
1510,114.231.45.225,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.225:8089
